Cluster Representative	P-P Genomes
IMGVR_UViG_3300018917_000003	IMGVR_UViG_3300018917_000003
IMGVR_UViG_3300018933_000003	IMGVR_UViG_3300018933_000003
IMGVR_UViG_3300018933_000003	IMGVR_UViG_3300018984_000003
IMGVR_UViG_3300019124_000003	IMGVR_UViG_3300019124_000003
IMGVR_UViG_3300019124_000011	IMGVR_UViG_3300019124_000011
IMGVR_UViG_3300019124_000014	IMGVR_UViG_3300019124_000014
IMGVR_UViG_3300019124_000022	IMGVR_UViG_3300019124_000022
IMGVR_UViG_3300020048_000212	IMGVR_UViG_3300020048_000212
IMGVR_UViG_3300020084_000249	IMGVR_UViG_3300020084_000249
IMGVR_UViG_3300020084_000249	IMGVR_UViG_3300020200_000396
IMGVR_UViG_3300020109_000029	IMGVR_UViG_3300020109_000029
IMGVR_UViG_3300020220_000036	IMGVR_UViG_3300020220_000036
IMGVR_UViG_3300020220_000036	IMGVR_UViG_3300020179_000150
IMGVR_UViG_3300020220_000036	IMGVR_UViG_3300020183_000059
IMGVR_UViG_3300020220_000036	IMGVR_UViG_3300021424_000221
IMGVR_UViG_3300020220_000371	IMGVR_UViG_3300020220_000371
IMGVR_UViG_3300020220_000393	IMGVR_UViG_3300020220_000393
UGV-GENOME-0169885	UGV-GENOME-0169885
UGV-GENOME-0182231	UGV-GENOME-0182231
UGV-GENOME-0182231	MGV-GENOME-0182231
UGV-GENOME-0182506	UGV-GENOME-0182506
UGV-GENOME-0185048	UGV-GENOME-0185048
UGV-GENOME-0185048	MGV-GENOME-0185048
UGV-GENOME-0185048	UGV-GENOME-0182792
UGV-GENOME-0185415	UGV-GENOME-0185415
UGV-GENOME-0185415	MGV-GENOME-0185415
UGV-GENOME-0186158	UGV-GENOME-0186158
UGV-GENOME-0186158	MGV-GENOME-0186158
UGV-GENOME-0195116	UGV-GENOME-0195116
UGV-GENOME-0195116	MGV-GENOME-0195116
UGV-GENOME-0203487_1	UGV-GENOME-0203487_1
UGV-GENOME-0203487_1	MGV-GENOME-0203487
UGV-GENOME-0204424_1	UGV-GENOME-0204424_1
UGV-GENOME-0205818	UGV-GENOME-0205818
UGV-GENOME-0205818	MGV-GENOME-0205818
UGV-GENOME-0205818	IMGVR_UViG_3300029696_000024
UGV-GENOME-0206049	UGV-GENOME-0206049
UGV-GENOME-0206049	MGV-GENOME-0206049
UGV-GENOME-0209297	UGV-GENOME-0209297
UGV-GENOME-0209297	MGV-GENOME-0209297
UGV-GENOME-0210922	UGV-GENOME-0210922
UGV-GENOME-0214673	UGV-GENOME-0214673
UGV-GENOME-0214673	UGV-GENOME-0214674
UGV-GENOME-0214673	MGV-GENOME-0214674
UGV-GENOME-0215795	UGV-GENOME-0215795
UGV-GENOME-0215795	MGV-GENOME-0215795
UGV-GENOME-0215795	UGV-GENOME-0201933
UGV-GENOME-0216507	UGV-GENOME-0216507
UGV-GENOME-0216507	MGV-GENOME-0216507
UGV-GENOME-0217440	UGV-GENOME-0217440
UGV-GENOME-0217440	MGV-GENOME-0217440
UGV-GENOME-0220059	UGV-GENOME-0220059
UGV-GENOME-0220059	MGV-GENOME-0220059
UGV-GENOME-0220973	UGV-GENOME-0220973
UGV-GENOME-0228485	UGV-GENOME-0228485
UGV-GENOME-0228485	MGV-GENOME-0228485
UGV-GENOME-0228686	UGV-GENOME-0228686
UGV-GENOME-0228686	MGV-GENOME-0228686
UGV-GENOME-0228897	UGV-GENOME-0228897
UGV-GENOME-0228897	UGV-GENOME-4407598
UGV-GENOME-0228897	MGV-GENOME-0228897
UGV-GENOME-0230257	UGV-GENOME-0230257
UGV-GENOME-0230257	UGV-GENOME-0221418
UGV-GENOME-0230284	UGV-GENOME-0230284
UGV-GENOME-0230758	UGV-GENOME-0230758
UGV-GENOME-0230758	MGV-GENOME-0230758
UGV-GENOME-0230797	UGV-GENOME-0230797
UGV-GENOME-0230797	MGV-GENOME-0230797
UGV-GENOME-0235572	UGV-GENOME-0235572
UGV-GENOME-0238182	UGV-GENOME-0238182
UGV-GENOME-0241820	UGV-GENOME-0241820
UGV-GENOME-0241820	MGV-GENOME-0241820
UGV-GENOME-0246323	UGV-GENOME-0246323
UGV-GENOME-0246323	MGV-GENOME-0246323
UGV-GENOME-0247858	UGV-GENOME-0247858
UGV-GENOME-0247858	IMGVR_UViG_3300029095_000019
UGV-GENOME-0248284	UGV-GENOME-0248284
UGV-GENOME-0248284	UGV-GENOME-0248112
UGV-GENOME-0248284	DTR_806726
UGV-GENOME-0248284	uvig_130979
UGV-GENOME-0248284	MGV-GENOME-0248284
UGV-GENOME-0249277	UGV-GENOME-0249277
UGV-GENOME-0249277	IMGVR_UViG_3300028949_000001
UGV-GENOME-0249575	UGV-GENOME-0249575
UGV-GENOME-0249575	UGV-GENOME-0249576
UGV-GENOME-0249575	uvig_421914
UGV-GENOME-0249575	MGV-GENOME-0249576
UGV-GENOME-0255337	UGV-GENOME-0255337
UGV-GENOME-0255337	MGV-GENOME-0255337
UGV-GENOME-0255409	UGV-GENOME-0255409
UGV-GENOME-0255409	MGV-GENOME-0255409
UGV-GENOME-0256871_1	UGV-GENOME-0256871_1
UGV-GENOME-0256871_1	MGV-GENOME-0256871
UGV-GENOME-0259488	UGV-GENOME-0259488
UGV-GENOME-0259488	UGV-GENOME-0246233
UGV-GENOME-0260698	UGV-GENOME-0260698
UGV-GENOME-0260698	UGV-GENOME-0257256
UGV-GENOME-0260698	MGV-GENOME-0260698
UGV-GENOME-0261227	UGV-GENOME-0261227
UGV-GENOME-0261465	UGV-GENOME-0261465
UGV-GENOME-0261465	MGV-GENOME-0261465
UGV-GENOME-0262442	UGV-GENOME-0262442
UGV-GENOME-0262442	DTR_866881
UGV-GENOME-0262442	uvig_316541
UGV-GENOME-0262442	MGV-GENOME-0262442
UGV-GENOME-0263969	UGV-GENOME-0263969
UGV-GENOME-0265288	UGV-GENOME-0265288
UGV-GENOME-0265727	UGV-GENOME-0265727
UGV-GENOME-0265727	MGV-GENOME-0265727
UGV-GENOME-0265727	UGV-GENOME-0265710
UGV-GENOME-0266224	UGV-GENOME-0266224
UGV-GENOME-0266856	UGV-GENOME-0266856
UGV-GENOME-0266856	IMGVR_UViG_3300014528_000013
UGV-GENOME-0267217	UGV-GENOME-0267217
UGV-GENOME-0268308_1	UGV-GENOME-0268308_1
UGV-GENOME-0268308_1	UGV-GENOME-4416582_1
UGV-GENOME-0268308_1	MGV-GENOME-0268308
UGV-GENOME-0270265	UGV-GENOME-0270265
UGV-GENOME-0272134	UGV-GENOME-0272134
UGV-GENOME-0272239	UGV-GENOME-0272239
UGV-GENOME-0272743	UGV-GENOME-0272743
UGV-GENOME-0272743	MGV-GENOME-0272743
UGV-GENOME-0273754	UGV-GENOME-0273754
UGV-GENOME-0273754	MGV-GENOME-0273754
UGV-GENOME-0276348	UGV-GENOME-0276348
UGV-GENOME-0276348	MGV-GENOME-0276348
UGV-GENOME-0281178	UGV-GENOME-0281178
UGV-GENOME-0281178	UGV-GENOME-0296800
UGV-GENOME-0281904	UGV-GENOME-0281904
UGV-GENOME-0281904	MGV-GENOME-0281904
UGV-GENOME-0282366	UGV-GENOME-0282366
UGV-GENOME-0282366	UGV-GENOME-0285982
UGV-GENOME-0282366	UGV-GENOME-4419472
UGV-GENOME-0282366	MGV-GENOME-0285982
UGV-GENOME-0283377	UGV-GENOME-0283377
UGV-GENOME-0283377	UGV-GENOME-4419657
UGV-GENOME-0283377	DTR_670605
UGV-GENOME-0283377	uvig_419639
UGV-GENOME-0283377	MGV-GENOME-0283377
UGV-GENOME-0284049	UGV-GENOME-0284049
UGV-GENOME-0285577	UGV-GENOME-0285577
IMGVR_UViG_3300013679_000001	IMGVR_UViG_3300013679_000001
IMGVR_UViG_3300013716_000003	IMGVR_UViG_3300013716_000003
IMGVR_UViG_3300013716_000006	IMGVR_UViG_3300013716_000006
IMGVR_UViG_3300013718_000001	IMGVR_UViG_3300013718_000001
IMGVR_UViG_3300013723_000001	IMGVR_UViG_3300013723_000001
IMGVR_UViG_3300013728_000001	IMGVR_UViG_3300013728_000001
IMGVR_UViG_3300013728_000002	IMGVR_UViG_3300013728_000002
IMGVR_UViG_3300013731_000001	IMGVR_UViG_3300013731_000001
IMGVR_UViG_3300013739_000002	IMGVR_UViG_3300013739_000002
IMGVR_UViG_3300013741_000007	IMGVR_UViG_3300013741_000007
IMGVR_UViG_3300013749_000004	IMGVR_UViG_3300013749_000004
IMGVR_UViG_3300013800_000157	IMGVR_UViG_3300013800_000157
IMGVR_UViG_3300013824_000002	IMGVR_UViG_3300013824_000002
IMGVR_UViG_3300013825_000001	IMGVR_UViG_3300013825_000001
IMGVR_UViG_3300013827_000001	IMGVR_UViG_3300013827_000001
IMGVR_UViG_3300013827_000002	IMGVR_UViG_3300013827_000002
IMGVR_UViG_3300013833_000006	IMGVR_UViG_3300013833_000006
IMGVR_UViG_3300013913_000001	IMGVR_UViG_3300013913_000001
IMGVR_UViG_3300013923_000002	IMGVR_UViG_3300013923_000002
IMGVR_UViG_3300013942_000001	IMGVR_UViG_3300013942_000001
IMGVR_UViG_3300013958_000027	IMGVR_UViG_3300013958_000027
IMGVR_UViG_3300013958_000038	IMGVR_UViG_3300013958_000038
IMGVR_UViG_3300013990_000001	IMGVR_UViG_3300013990_000001
IMGVR_UViG_3300013990_000002	IMGVR_UViG_3300013990_000002
IMGVR_UViG_3300013999_000001	IMGVR_UViG_3300013999_000001
IMGVR_UViG_3300014005_000001	IMGVR_UViG_3300014005_000001
IMGVR_UViG_3300014005_000003	IMGVR_UViG_3300014005_000003
IMGVR_UViG_3300014010_000001	IMGVR_UViG_3300014010_000001
IMGVR_UViG_3300014019_000001	IMGVR_UViG_3300014019_000001
IMGVR_UViG_3300014042_000020	IMGVR_UViG_3300014042_000020
IMGVR_UViG_3300014055_000007	IMGVR_UViG_3300014055_000007
IMGVR_UViG_3300014055_000007	IMGVR_UViG_3300013833_000028
IMGVR_UViG_3300014059_000119	IMGVR_UViG_3300014059_000119
IMGVR_UViG_3300014059_000217	IMGVR_UViG_3300014059_000217
IMGVR_UViG_3300014068_000001	IMGVR_UViG_3300014068_000001
IMGVR_UViG_3300014071_000001	IMGVR_UViG_3300014071_000001
IMGVR_UViG_3300014073_000002	IMGVR_UViG_3300014073_000002
IMGVR_UViG_3300014091_000001	IMGVR_UViG_3300014091_000001
IMGVR_UViG_3300014094_000001	IMGVR_UViG_3300014094_000001
IMGVR_UViG_3300014094_000002	IMGVR_UViG_3300014094_000002
IMGVR_UViG_3300014095_000003	IMGVR_UViG_3300014095_000003
IMGVR_UViG_3300014167_000005	IMGVR_UViG_3300014167_000005
IMGVR_UViG_3300014203_000355	IMGVR_UViG_3300014203_000355
IMGVR_UViG_3300014204_000162	IMGVR_UViG_3300014204_000162
IMGVR_UViG_3300014204_000211	IMGVR_UViG_3300014204_000211
IMGVR_UViG_3300014205_000284	IMGVR_UViG_3300014205_000284
IMGVR_UViG_3300014205_000289	IMGVR_UViG_3300014205_000289
IMGVR_UViG_3300014205_000454	IMGVR_UViG_3300014205_000454
IMGVR_UViG_3300014205_000650	IMGVR_UViG_3300014205_000650
IMGVR_UViG_3300014205_000714	IMGVR_UViG_3300014205_000714
IMGVR_UViG_3300014208_000070	IMGVR_UViG_3300014208_000070
IMGVR_UViG_3300014208_000166	IMGVR_UViG_3300014208_000166
IMGVR_UViG_3300014280_000001	IMGVR_UViG_3300014280_000001
IMGVR_UViG_3300014290_000003	IMGVR_UViG_3300014290_000003
IMGVR_UViG_3300014293_000003	IMGVR_UViG_3300014293_000003
IMGVR_UViG_3300014294_000009	IMGVR_UViG_3300014294_000009
IMGVR_UViG_3300014518_000002	IMGVR_UViG_3300014518_000002
IMGVR_UViG_3300014523_000003	IMGVR_UViG_3300014523_000003
IMGVR_UViG_3300014524_000001	IMGVR_UViG_3300014524_000001
IMGVR_UViG_3300014526_000004	IMGVR_UViG_3300014526_000004
IMGVR_UViG_3300014534_000005	IMGVR_UViG_3300014534_000005
IMGVR_UViG_3300014534_000005	UGV-GENOME-0329744_1
IMGVR_UViG_3300014534_000005	IMGVR_UViG_3300014792_000007
IMGVR_UViG_3300014546_000004	IMGVR_UViG_3300014546_000004
IMGVR_UViG_3300014572_000006	IMGVR_UViG_3300014572_000006
IMGVR_UViG_3300014572_000006	UGV-GENOME-0317741_1
IMGVR_UViG_3300014583_000001	IMGVR_UViG_3300014583_000001
IMGVR_UViG_3300014583_000001	UGV-GENOME-0379814
IMGVR_UViG_3300014583_000001	MGV-GENOME-0379814
IMGVR_UViG_3300014592_000002	IMGVR_UViG_3300014592_000002
IMGVR_UViG_3300014602_000002	IMGVR_UViG_3300014602_000002
IMGVR_UViG_3300014607_000001	IMGVR_UViG_3300014607_000001
IMGVR_UViG_3300014613_000070	IMGVR_UViG_3300014613_000070
IMGVR_UViG_3300014613_000070	IMGVR_UViG_3300014656_000119
IMGVR_UViG_3300014614_000001	IMGVR_UViG_3300014614_000001
IMGVR_UViG_3300014630_000002	IMGVR_UViG_3300014630_000002
IMGVR_UViG_3300014638_000032	IMGVR_UViG_3300014638_000032
IMGVR_UViG_3300014644_000003	IMGVR_UViG_3300014644_000003
IMGVR_UViG_3300014648_000002	IMGVR_UViG_3300014648_000002
IMGVR_UViG_3300014649_000003	IMGVR_UViG_3300014649_000003
IMGVR_UViG_3300014658_000032	IMGVR_UViG_3300014658_000032
IMGVR_UViG_3300014676_000002	IMGVR_UViG_3300014676_000002
IMGVR_UViG_3300014680_000001	IMGVR_UViG_3300014680_000001
IMGVR_UViG_3300014680_000001	IMGVR_UViG_2531839354_000001
IMGVR_UViG_3300014680_000001	IMGVR_UViG_3300011724_000001
IMGVR_UViG_3300014683_000001	IMGVR_UViG_3300014683_000001
IMGVR_UViG_3300014689_000001	IMGVR_UViG_3300014689_000001
IMGVR_UViG_3300014689_000001	IMGVR_UViG_3300012253_000003
IMGVR_UViG_3300014693_000001	IMGVR_UViG_3300014693_000001
IMGVR_UViG_3300014695_000017	IMGVR_UViG_3300014695_000017
IMGVR_UViG_3300014720_000032	IMGVR_UViG_3300014720_000032
IMGVR_UViG_3300014720_000032	IMGVR_UViG_3300013131_000071
IMGVR_UViG_3300014720_000170	IMGVR_UViG_3300014720_000170
IMGVR_UViG_3300033177_000001	IMGVR_UViG_3300033177_000001
IMGVR_UViG_3300033177_000001	IMGVR_UViG_3300033170_000003
IMGVR_UViG_3300033178_000002	IMGVR_UViG_3300033178_000002
IMGVR_UViG_3300033178_000002	IMGVR_UViG_3300033176_000020
IMGVR_UViG_3300033179_000008	IMGVR_UViG_3300033179_000008
IMGVR_UViG_3300033233_000007	IMGVR_UViG_3300033233_000007
IMGVR_UViG_3300033418_000007	IMGVR_UViG_3300033418_000007
IMGVR_UViG_3300033430_000004	IMGVR_UViG_3300033430_000004
IMGVR_UViG_3300033555_000011	IMGVR_UViG_3300033555_000011
IMGVR_UViG_3300033557_000040	IMGVR_UViG_3300033557_000040
IMGVR_UViG_3300000156_000044	IMGVR_UViG_3300000156_000044
IMGVR_UViG_3300000156_000062	IMGVR_UViG_3300000156_000062
IMGVR_UViG_3300000246_000002	IMGVR_UViG_3300000246_000002
IMGVR_UViG_3300000270_000001	IMGVR_UViG_3300000270_000001
IMGVR_UViG_3300000276_000005	IMGVR_UViG_3300000276_000005
IMGVR_UViG_3300000280_000002	IMGVR_UViG_3300000280_000002
IMGVR_UViG_3300000280_000006	IMGVR_UViG_3300000280_000006
IMGVR_UViG_3300000280_000022	IMGVR_UViG_3300000280_000022
IMGVR_UViG_3300000288_000003	IMGVR_UViG_3300000288_000003
IMGVR_UViG_3300000292_000047	IMGVR_UViG_3300000292_000047
IMGVR_UViG_3300000293_000008	IMGVR_UViG_3300000293_000008
IMGVR_UViG_3300000293_000042	IMGVR_UViG_3300000293_000042
IMGVR_UViG_3300000306_000001	IMGVR_UViG_3300000306_000001
IMGVR_UViG_3300000306_000001	IMGVR_UViG_3300001675_000001
IMGVR_UViG_3300001199_000007	IMGVR_UViG_3300001199_000007
IMGVR_UViG_3300001199_000021	IMGVR_UViG_3300001199_000021
IMGVR_UViG_3300001534_000013	IMGVR_UViG_3300001534_000013
IMGVR_UViG_3300002446_000087	IMGVR_UViG_3300002446_000087
IMGVR_UViG_3300002855_000001	IMGVR_UViG_3300002855_000001
IMGVR_UViG_3300002855_000005	IMGVR_UViG_3300002855_000005
IMGVR_UViG_3300002855_000006	IMGVR_UViG_3300002855_000006
IMGVR_UViG_3300002882_000001	IMGVR_UViG_3300002882_000001
IMGVR_UViG_3300002894_000001	IMGVR_UViG_3300002894_000001
IMGVR_UViG_3300002894_000002	IMGVR_UViG_3300002894_000002
IMGVR_UViG_3300002920_000023	IMGVR_UViG_3300002920_000023
IMGVR_UViG_3300002932_000008	IMGVR_UViG_3300002932_000008
IMGVR_UViG_3300002938_000003	IMGVR_UViG_3300002938_000003
IMGVR_UViG_3300002938_000003	IMGVR_UViG_3300002934_000005
IMGVR_UViG_3300003314_000026	IMGVR_UViG_3300003314_000026
IMGVR_UViG_3300003629_000059	IMGVR_UViG_3300003629_000059
IMGVR_UViG_3300003629_000059	IMGVR_UViG_3300003630_000059
IMGVR_UViG_3300003690_000343	IMGVR_UViG_3300003690_000343
IMGVR_UViG_3300003690_000861	IMGVR_UViG_3300003690_000861
IMGVR_UViG_3300003702_000164	IMGVR_UViG_3300003702_000164
IMGVR_UViG_3300003873_000095	IMGVR_UViG_3300003873_000095
IMGVR_UViG_3300003885_000082	IMGVR_UViG_3300003885_000082
IMGVR_UViG_3300003937_000173	IMGVR_UViG_3300003937_000173
IMGVR_UViG_3300003937_000173	IMGVR_UViG_3300028192_000039
IMGVR_UViG_3300003937_000173	IMGVR_UViG_3300031766_000122
IMGVR_UViG_3300003937_000173	IMGVR_UViG_3300031775_000089
IMGVR_UViG_3300003937_000176	IMGVR_UViG_3300003937_000176
IMGVR_UViG_3300003962_000021	IMGVR_UViG_3300003962_000021
IMGVR_UViG_3300003969_000001	IMGVR_UViG_3300003969_000001
IMGVR_UViG_3300003973_000001	IMGVR_UViG_3300003973_000001
IMGVR_UViG_3300003973_000013	IMGVR_UViG_3300003973_000013
IMGVR_UViG_3300003973_000016	IMGVR_UViG_3300003973_000016
IMGVR_UViG_3300003973_000022	IMGVR_UViG_3300003973_000022
IMGVR_UViG_3300003973_000028	IMGVR_UViG_3300003973_000028
IMGVR_UViG_3300004369_000146	IMGVR_UViG_3300004369_000146
IMGVR_UViG_3300004369_000373	IMGVR_UViG_3300004369_000373
IMGVR_UViG_3300004369_000517	IMGVR_UViG_3300004369_000517
IMGVR_UViG_3300004460_000272	IMGVR_UViG_3300004460_000272
IMGVR_UViG_3300004481_000389	IMGVR_UViG_3300004481_000389
IMGVR_UViG_3300005046_000002	IMGVR_UViG_3300005046_000002
IMGVR_UViG_3300005057_000013	IMGVR_UViG_3300005057_000013
IMGVR_UViG_3300005066_000028	IMGVR_UViG_3300005066_000028
IMGVR_UViG_3300005074_000039	IMGVR_UViG_3300005074_000039
IMGVR_UViG_3300005201_000011	IMGVR_UViG_3300005201_000011
IMGVR_UViG_3300005310_000002	IMGVR_UViG_3300005310_000002
IMGVR_UViG_3300005573_000057	IMGVR_UViG_3300005573_000057
IMGVR_UViG_3300005573_000078	IMGVR_UViG_3300005573_000078
IMGVR_UViG_3300005573_000202	IMGVR_UViG_3300005573_000202
IMGVR_UViG_3300005573_000290	IMGVR_UViG_3300005573_000290
IMGVR_UViG_3300005573_000290	IMGVR_UViG_3300027863_000344
IMGVR_UViG_3300005573_000319	IMGVR_UViG_3300005573_000319
IMGVR_UViG_3300005748_000073	IMGVR_UViG_3300005748_000073
IMGVR_UViG_3300005812_000001	IMGVR_UViG_3300005812_000001
IMGVR_UViG_3300005824_000019	IMGVR_UViG_3300005824_000019
IMGVR_UViG_3300005824_000019	IMGVR_UViG_3300005828_000085
IMGVR_UViG_3300005827_000088	IMGVR_UViG_3300005827_000088
IMGVR_UViG_3300005836_000033	IMGVR_UViG_3300005836_000033
IMGVR_UViG_3300006077_000010	IMGVR_UViG_3300006077_000010
IMGVR_UViG_3300006077_000012	IMGVR_UViG_3300006077_000012
IMGVR_UViG_3300006092_000172	IMGVR_UViG_3300006092_000172
IMGVR_UViG_3300006098_000001	IMGVR_UViG_3300006098_000001
IMGVR_UViG_3300006141_000008	IMGVR_UViG_3300006141_000008
IMGVR_UViG_3300006168_000008	IMGVR_UViG_3300006168_000008
IMGVR_UViG_3300006197_000005	IMGVR_UViG_3300006197_000005
IMGVR_UViG_3300006204_000070	IMGVR_UViG_3300006204_000070
IMGVR_UViG_3300006213_000003	IMGVR_UViG_3300006213_000003
IMGVR_UViG_3300006217_000029	IMGVR_UViG_3300006217_000029
IMGVR_UViG_3300006217_000029	IMGVR_UViG_3300006213_000019
IMGVR_UViG_3300006217_000181	IMGVR_UViG_3300006217_000181
IMGVR_UViG_3300006217_000181	IMGVR_UViG_3300006213_000055
IMGVR_UViG_3300006417_000001	IMGVR_UViG_3300006417_000001
IMGVR_UViG_3300006417_000036	IMGVR_UViG_3300006417_000036
IMGVR_UViG_3300006417_000039	IMGVR_UViG_3300006417_000039
IMGVR_UViG_3300006417_000043	IMGVR_UViG_3300006417_000043
IMGVR_UViG_3300006417_000101	IMGVR_UViG_3300006417_000101
IMGVR_UViG_3300006450_000005	IMGVR_UViG_3300006450_000005
IMGVR_UViG_3300006467_000067	IMGVR_UViG_3300006467_000067
IMGVR_UViG_3300006103_000204	IMGVR_UViG_3300006103_000204
IMGVR_UViG_3300006105_000098	IMGVR_UViG_3300006105_000098
IMGVR_UViG_3300006105_000098	IMGVR_UViG_3300025789_000152
IMGVR_UViG_3300006108_000204	IMGVR_UViG_3300006108_000204
IMGVR_UViG_3300006110_000078	IMGVR_UViG_3300006110_000078
IMGVR_UViG_3300006114_000120	IMGVR_UViG_3300006114_000120
IMGVR_UViG_3300006117_000040	IMGVR_UViG_3300006117_000040
IMGVR_UViG_3300006117_000040	IMGVR_UViG_3300025400_000067
IMGVR_UViG_3300006117_000040	IMGVR_UViG_3300006116_000106
IMGVR_UViG_3300006117_000040	IMGVR_UViG_3300025379_000060
IMGVR_UViG_3300006117_000040	IMGVR_UViG_3300025426_000108
IMGVR_UViG_3300031566_000723	IMGVR_UViG_3300031566_000723
IMGVR_UViG_3300031772_000728	IMGVR_UViG_3300031772_000728
IMGVR_UViG_3300031787_000220	IMGVR_UViG_3300031787_000220
IMGVR_UViG_3300031787_000220	IMGVR_UViG_3300008110_000133
IMGVR_UViG_3300031787_000220	IMGVR_UViG_3300032093_000253
IMGVR_UViG_3300031787_000220	IMGVR_UViG_3300008107_000126
IMGVR_UViG_3300031787_000220	IMGVR_UViG_3300031963_000917
IMGVR_UViG_3300031787_000258	IMGVR_UViG_3300031787_000258
IMGVR_UViG_3300031787_000258	IMGVR_UViG_3300031758_000238
IMGVR_UViG_3300031787_000258	IMGVR_UViG_3300008448_001451
IMGVR_UViG_3300031787_000258	IMGVR_UViG_3300008453_001412
IMGVR_UViG_3300031787_000258	IMGVR_UViG_3300032050_000569
IMGVR_UViG_3300031787_000936	IMGVR_UViG_3300031787_000936
IMGVR_UViG_3300031787_001406	IMGVR_UViG_3300031787_001406
IMGVR_UViG_3300031787_001406	IMGVR_UViG_3300032116_002643
IMGVR_UViG_3300031787_001976	IMGVR_UViG_3300031787_001976
IMGVR_UViG_3300031787_002177	IMGVR_UViG_3300031787_002177
IMGVR_UViG_3300031788_000098	IMGVR_UViG_3300031788_000098
IMGVR_UViG_3300031857_000113	IMGVR_UViG_3300031857_000113
IMGVR_UViG_3300031857_000113	IMGVR_UViG_3300032050_000314
IMGVR_UViG_3300031857_000189	IMGVR_UViG_3300031857_000189
IMGVR_UViG_3300031857_000570	IMGVR_UViG_3300031857_000570
IMGVR_UViG_3300031857_001570	IMGVR_UViG_3300031857_001570
IMGVR_UViG_3300031857_001619	IMGVR_UViG_3300031857_001619
IMGVR_UViG_3300031857_001664	IMGVR_UViG_3300031857_001664
IMGVR_UViG_3300031857_001664	IMGVR_UViG_3300032050_001250
IMGVR_UViG_3300031857_002172	IMGVR_UViG_3300031857_002172
IMGVR_UViG_3300031857_002172	IMGVR_UViG_3300031963_002674
IMGVR_UViG_3300031857_002282	IMGVR_UViG_3300031857_002282
IMGVR_UViG_3300031857_003422	IMGVR_UViG_3300031857_003422
IMGVR_UViG_3300031918_000028	IMGVR_UViG_3300031918_000028
IMGVR_UViG_3300031951_000068	IMGVR_UViG_3300031951_000068
IMGVR_UViG_3300031951_000068	IMGVR_UViG_3300032050_001422
IMGVR_UViG_3300031951_001491	IMGVR_UViG_3300031951_001491
IMGVR_UViG_3300031951_001491	IMGVR_UViG_3300005527_000684
IMGVR_UViG_3300031951_002064	IMGVR_UViG_3300031951_002064
IMGVR_UViG_3300031951_003345	IMGVR_UViG_3300031951_003345
IMGVR_UViG_3300031963_001577	IMGVR_UViG_3300031963_001577
IMGVR_UViG_3300031963_002081	IMGVR_UViG_3300031963_002081
IMGVR_UViG_3300031964_000009	IMGVR_UViG_3300031964_000009
IMGVR_UViG_3300031964_000009	IMGVR_UViG_3300029944_000002
IMGVR_UViG_3300031964_000009	IMGVR_UViG_3300030520_000008
IMGVR_UViG_3300031964_000009	IMGVR_UViG_3300030580_000003
IMGVR_UViG_3300031965_000218	IMGVR_UViG_3300031965_000218
IMGVR_UViG_3300031994_000050	IMGVR_UViG_3300031994_000050
IMGVR_UViG_3300031998_000150	IMGVR_UViG_3300031998_000150
IMGVR_UViG_3300031999_000181	IMGVR_UViG_3300031999_000181
IMGVR_UViG_3300031999_000212	IMGVR_UViG_3300031999_000212
IMGVR_UViG_3300032030_000103	IMGVR_UViG_3300032030_000103
IMGVR_UViG_3300032046_000002	IMGVR_UViG_3300032046_000002
IMGVR_UViG_3300032046_000194	IMGVR_UViG_3300032046_000194
IMGVR_UViG_3300032050_000125	IMGVR_UViG_3300032050_000125
IMGVR_UViG_3300032050_000125	IMGVR_UViG_3300010354_000833
IMGVR_UViG_3300032050_000125	IMGVR_UViG_3300031758_001717
IMGVR_UViG_3300032050_000211	IMGVR_UViG_3300032050_000211
IMGVR_UViG_3300032050_001005	IMGVR_UViG_3300032050_001005
IMGVR_UViG_3300032050_001005	IMGVR_UViG_3300027816_000659
IMGVR_UViG_3300032050_001011	IMGVR_UViG_3300032050_001011
IMGVR_UViG_3300032050_001011	IMGVR_UViG_3300031758_000913
IMGVR_UViG_3300032050_001011	IMGVR_UViG_3300005527_000693
IMGVR_UViG_3300032050_001011	IMGVR_UViG_3300031787_001092
IMGVR_UViG_3300032050_001753	IMGVR_UViG_3300032050_001753
IMGVR_UViG_3300032053_000246	IMGVR_UViG_3300032053_000246
IMGVR_UViG_3300032053_001453	IMGVR_UViG_3300032053_001453
IMGVR_UViG_3300032069_000012	IMGVR_UViG_3300032069_000012
IMGVR_UViG_3300032073_000036	IMGVR_UViG_3300032073_000036
IMGVR_UViG_3300032073_000036	IMGVR_UViG_3300031774_000062
IMGVR_UViG_3300032093_001518	IMGVR_UViG_3300032093_001518
IMGVR_UViG_3300032116_000276	IMGVR_UViG_3300032116_000276
IMGVR_UViG_3300032116_001372	IMGVR_UViG_3300032116_001372
IMGVR_UViG_3300032116_001372	IMGVR_UViG_3300031951_001737
IMGVR_UViG_3300032116_001372	IMGVR_UViG_3300031963_001183
IMGVR_UViG_3300032116_001372	IMGVR_UViG_3300032093_001201
IMGVR_UViG_3300032116_003615	IMGVR_UViG_3300032116_003615
IMGVR_UViG_3300032160_000012	IMGVR_UViG_3300032160_000012
IMGVR_UViG_3300032173_000032	IMGVR_UViG_3300032173_000032
IMGVR_UViG_3300032173_000032	IMGVR_UViG_3300032053_000558
